Plant ID,Plant Code,Botanical Name,Common Name,Previous Name,Plant Type,Water Needs,Climate Zones,Light Needs,Soil Type,Soil Additional,Maintenance,Abcission,Height Ranges,Spread Ranges,Flower colour,Foliage Colour,Perfume,Aromatic,Edible,Bird Attracting,Bird Attractant,Bore water Tolerance,Frost Tolerance,Greywater Tolerance,Native,Butterfly Attracting,Butterfly Type,Image,Image Location,Image Owner,Herb External Have,Herb Images change to ,Notes,Why photo removed,Why plant removed,Actioned By,Date Actioned,Status
2187,GAULIN,Oenothera lindheimeri 'White',White Butterflies,Gaura lindheimeri,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Semi-deciduous,Under 0.5m,Under 0.5m,White,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2187_oenothera_lindheimeri.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
2188,GAUBIJ,Oenothera lindheimeri 'Bijou Butterflies',Bijou Butterflies,Gaura lindheimeri 'Bijou Butterflies',Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Semi-deciduous,Under 0.5m,Under 0.5m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2188_oenothera_lindheimeri_bijou_butterflies.jpg,Nursery and Garden Industry Queensland,,,PBR,,,,,Active
2189,GAUBBU,Oenothera lindheimeri 'Blushing Butterfly',Shell Pink Butterfly,Gaura lindheimeri 'Blushing Butterfly',Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Semi-deciduous,Under 0.5m,Under 0.5m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,PBR Blushing Butterflies,,,,,Active
2190,GAUCRI,Oenothera lindheimeri 'Crimson Butterflies',Crimson Butterflies,Gaura lindheimeri 'Crimson Butterflies',Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Semi-deciduous,Under 0.5m,Under 0.5m,Red,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,PBR,,,,,Active
2191,GAULOL,Oenothera lindheimeri 'Lollipop',Lollipop White Butterflies,Gaura lindheimeri 'Lollipop',Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Semi-deciduous,Under 0.5m,Under 0.5m,White,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2192,GAUBLU,Oenothera lindheimeri 'Passionate Blush',Passionate Blush Butterflies,Gaura lindheimeri 'Passionate Blush',Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Semi-deciduous,Under 0.5m,Under 0.5m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,PBR,,,,,Active
2193,GAUPAS,Oenothera lindheimeri 'Passionate Pink',Passionate Pink Butterflies,Gaura lindheimeri 'Passionate Pink',Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Semi-deciduous,Under 0.5m,Under 0.5m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,PBR,,,,,Active
2194,GAURAI,Oenothera lindheimeri 'Passionate Rainbow',Passionate Rainbow Butterflies,Gaura lindheimeri 'Passionate Rainbow',Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Semi-deciduous,Under 0.5m,Under 0.5m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,PBR,,,,,Active
2195,GAUPIN,Oenothera lindheimeri 'Siskiyou Pink',Pink Butterfles,Gaura lindheimeri 'Siskiyou Pink',Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Semi-deciduous,0.5 to 1m,0.5 to 1m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2195_oenothera_lindheimeri_siskiyou_pink.jpg,Arno King,,,PBR,,,,,Active
2196,GAUSWH,Oenothera lindheimeri 'Siskiyou White',Siskiyou White Butterflies,Gaura lindheimeri 'Siskiyou White',Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Semi-deciduous,0.5 to 1m,0.5 to 1m,White,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2196_oenothera_lindheimeri_siskiyou_white.jpg,Arno King,,,PBR,,,,,Active
2197,GAUSOW,Oenothera lindheimeri 'So White',So White Butterflies,Gaura lindheimeri 'So White',Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Semi-deciduous,0.5 to 1m,0.5 to 1m,White,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,PBR,,,,,Active
2198,GAUMAY,Gaussia maya,Maya Plam,,Palms and Cycads,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Low,Evergreen,5 to 8m,3 to 5m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2199,GAZRIG,Gazania rigens,Black Eyed Daisy,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Medium,Evergreen,Under 0.5m,0.5 to 1m,Yellow and orange,Dark green,Unknown,Unknown,Unknown,Unknown,,Yes,Medium,Unknown,No,Unknown,Unknown,Yes,images/2199_gazania_rigens.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
2200,GAZLEU,Gazania rigens var. leucolaena,Grey-leaf Daisy,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Medium,Evergreen,Under 0.5m,0.5 to 1m,Yellow,Grey-green,Unknown,Unknown,Unknown,Unknown,,Yes,Medium,Unknown,No,Unknown,Unknown,Yes,images/2200_gazania_rigens_var_leucolaena.jpg,Arno King,,,,,,,,Active
2201,GAZVAR,Gazania rigens 'Variegata',Variegated Black Eyed Daisy Palm,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Medium,Evergreen,Under 0.5m,0.5 to 1m,Yellow and orange,Grey-green and green,Unknown,Unknown,Unknown,Unknown,,Yes,Medium,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2202,GEIPAR,Geijera parviflora,Wilga,,Small Tree,300 to 600mm,"Dry Tropical,Dry Subtropical,Desert",Sun,"Sand,Loam",Well drained,Low,Evergreen,5 to 8m,5 to 10m,Cream,Mid green,Yes,Unknown,Unknown,Yes,Yes,Yes,Medium,Unknown,Yes,Unknown,Unknown,Yes,images/2202geij_parv_ha.jpg,Department of Environment and Resource Management,Don Butler,,,,,,,Active
2203,GEISAL,Geijera salicifolia,Wilga,,Small Tree,300 to 600mm,"Dry Tropical,Dry Subtropical,Desert",Sun,"Sand,Loam",Well drained,Low,Evergreen,5 to 8m,5 to 10m,Cream,Mid green,Yes,Unknown,Unknown,Yes,Yes,Yes,Medium,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Geijera+salicifolia%25,National Herbarium,,,,,,,,Active
2204,GELSEM,Gelsemium sempervirens,Carolina Jessamine,,Shrub,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Evergreen,2 to 5m,3 to 5m,Yellow,Light green,Yes,Unknown,Unknown,Unknown,,Unknown,Medium,Unknown,No,Unknown,Unknown,Yes,images/2204_gelsemium_sempervirens.jpg,Paul Plant,,,Harmful if eaten,,,,,Active
2205,GENMON,Genista monosperma,Bridal Veil Broom,,Shrub,900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",,Low,Evergreen,2 to 5m,1 to 2m,Yellow,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2206,GEODEN,Geodorum densiflorum,Nodding Orchid,,Orchid,1400 to 2000mm,Humid Subtropical,Shade,Loam,High organic matter,High,Semi-deciduous,Under 0.5m,Under 0.5m,Pink,Light green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/2206_geodorum_densiflorum.jpg,Paul Plant,,,,,,,,Active
2207,GERMAD,Geranium maderense,Madeira Geranium,,Perennial,900 to 1400mm,Temperate,Shade,Loam,,Medium,Evergreen,1 to 2m,1 to 2m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2208,GERROB,Geranium robertianum,Herb Robert,,"Herb,Perennial",1400 to 2000mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,,Low,Evergreen,Under 0.5m,Under 0.5m,Pink,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2209,GERJAM,Gerbera jamesonii,Gerbera Daisy,,Perennial,900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,Well drained,High,Evergreen,Under 0.5m,Under 0.5m,Orange and pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2209_gerbera_jamesonii.jpg,Department of Environment and Resource Management,Find Owner,Not on web,"The striking inflorescence is borne on a long stalk and the outermost petals (ray florets) may be cream, red, orange or pink, while the central flowers (disc florets) are cream. ",,,,,Active
2210,GESCUN,Gesneria cuneifolia,Firecracker,,Perennial,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,High organic matter,Medium,Semi-deciduous,Under 0.5m,0.5 to 1m,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2211,GIBGEN,Gibasis geniculata,Tahitian Bridal Veil,,Perennial,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate",Semi-shade,Loam,,High,Evergreen,Under 0.5m,0.5 to 1m,White,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,No,Unknown,Unknown,No,,,,,,,,,,Active
2212,GIGMAL,Bambusa heterostachya 'Malay Dwarf Variegated',Malay Dwarf Variegated Bamboo,Gigantochloa heterostachya 'Malay Dwarf Variegated',Bamboo,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,Loam,,Medium,Evergreen,2 to 5m,2 to 3m,Insignificant,Mid green and silver,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2212_bambusa_heterostachya_malay_dwarf_variegated.jpg,Arno King,,,,,,,,Active
2213,GIGATR,Gigantochloa atroviolacea,Java Black Bamboo,,Bamboo,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Sun,Loam,,Low,Evergreen,8 to 15m,3 to 5m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2214,GINBIL,Ginkgo biloba,Maidenhair Tree,,Medium Tree,900 to 1400mm,Temperate,Sun,Loam,Well drained,Low,Deciduous,8 to 15m,5 to 10m,Insignificant,Yellow and green,Unknown,Unknown,No,Unknown,,Unknown,Medium,Unknown,No,Unknown,Unknown,Yes,images/2214_ginko_biloba.jpg,Paul Plant,,,,,,,,Active
2215,GLISEP,Gliricidia sepium,Madre de Cacao,,Medium Tree,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Sun,Loam,,Medium,Semi-deciduous,8 to 15m,3 to 5m,Pink,Light green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2215_gliricidia_sepium.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
2216,GLOSCH,Globba schomburgkii,Yellow Globba,,Perennial,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,High organic matter,Medium,Deciduous,0.5 to 1m,0.5 to 1m,Yellow,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2217,GLOMAU,Globba winitii 'Thai Beauty Mauve',Thai Beauty,,Perennial,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,High organic matter,Medium,Deciduous,0.5 to 1m,0.5 to 1m,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2218,GLOPIN,Globba winitii 'Thai Beauty Pink',Thai Beauty,,Perennial,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,High organic matter,Medium,Deciduous,0.5 to 1m,0.5 to 1m,Pink,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2218_globba_winitii_thai_beauty_pink.jpg,Paul Plant,,,,,,,,Active
2219,GLOWHI,Globba winitii 'White Dragon',Thai Beauty,,Perennial,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,High organic matter,Medium,Deciduous,0.5 to 1m,0.5 to 1m,White,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2220,GLOFER,Glochidion ferdinandii,Cheese Tree,,Small Tree,600 to 900mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Low,Evergreen,5 to 8m,2 to 3m,Cream,Dark green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
2221,GLOSUM,Glochidion sumatranum,Umbrella Cheese Tree,,Small Tree,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical","Shade,Semi-shade",Loam,,Low,Evergreen,5 to 8m,3 to 5m,Yellow,Dark green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2221_glochidion_sumatranum.jpg,Sheldon Navie,,,,,,,,Active
2222,GLOSYL,Gloxinia sylvatica,Bolivian Sunset,,Perennial,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,,Medium,Semi-deciduous,Under 0.5m,0.5 to 1m,Orange,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2222_gloxinia_sylvatica.jpg,Arno King,,,,,,,,Active
2223,GLYTRI,Glycosmis trifoliata,Pink Lime Bush,,Small Tree,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Sun,Loam,,Low,Evergreen,2 to 5m,2 to 3m,White,Dark green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Glycosmis+trifoliata%25,National Herbarium,,,,,,,,Active
2224,GMEDAL,Gmelina dalrympleana,Grey Teak,,Medium Tree,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical","Sun,Semi-shade",Loam,,Low,Evergreen,5 to 8m,5 to 10m,Pink,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
2225,GMELEI,Gmelina leichhardtii,Queensland Teak,,Large Tree,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical","Sun,Semi-shade",Loam,,Low,Semi-deciduous,8 to 15m,5 to 10m,Lavender,Light green,Unknown,Unknown,Unknown,Yes,Nectar,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2225_gmelina_leichhardtii.jpg,Glenn Leiper,,Glenn Leiper (gmlei002 Lamiaceae),,,,,,Active
2226,GMEPHI,Gmelina philippensis,Hedgehog Plant,Gmelina hystrix,Shrub,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,2 to 5m,2 to 3m,Yellow,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2226_gmelina_philippensis.jpg,Paul Plant,,,,,,,,Active
2227,GNEGNE,Gnetum gnemon,Paddy Oats,,Large Tree,1400 to 2000mm,Humid Tropical,"Sun,Semi-shade",Loam,,Low,Evergreen,8 to 15m,5 to 10m,Insignificant,Dark green,Unknown,Unknown,No,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2227_gnetum_gnemon.jpg,Arno King,,,,,,,,Active
2229,GOMGLO,Gomphrena globosa,Globe Amaranth,,Annual,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,Well drained,Medium,Evergreen,0.5 to 1m,Under 0.5m,Pink and white,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2229_gomphrena_globosa.jpg,Paul Plant,,,"Flowers of various cultivars come in shades of pink, purple, and white. ",,,,,Active
2230,GONBOI,Gonatopus boivinii,Cow Leg Aroid,,Perennial,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical",Semi-shade,Loam,,Medium,Semi-deciduous,0.5 to 1m,0.5 to 1m,Pink,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2230_gonatopus_boivinii.jpg,Arno King,,,,,,,,Active
2231,GONSUB,Goniophlebium subauriculatum,Polypody Fern,Polypodium subauriculatum,Fern,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,High organic matter,Medium,Semi-deciduous,1 to 2m,1 to 2m,None,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2232,GONKNI,Goniophlebium subauriculatum 'Knightii',Knight Polypody Fern,Polypodium subauriculatum 'Knightii',Fern,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,High organic matter,Medium,Semi-deciduous,0.5 to 1m,0.5 to 1m,None,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,No,,,,,,,,,,Active
2233,GOOGRA,Goodenia grandiflora,Bush Goodenia,,Perennial,900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,Well drained,Medium,Evergreen,1 to 2m,0.5 to 1m,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2233_gogra.jpg,Glenn Leiper,,,,,,,,Active
2235,GOOOVA,Goodenia ovata,Hop Goodenia,,Shrub,900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate",Semi-shade,Loam,Well drained,Low,Evergreen,1 to 2m,0.5 to 1m,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Medium,Unknown,Yes,Unknown,Unknown,Yes,images/2235_goodenia_ovata.jpg,Paul Plant,,,,,,,,Active
2236,GOOROT,Goodenia rotundifolia,Star Goodenia,,Groundcover,900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate",Semi-shade,Loam,Well drained,Low,Evergreen,1 to 2m,0.5 to 1m,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2236_gorot.jpg,Glenn Leiper,,,,,,,,Active
2237,GORAXI,Polyspora axillaris,Fried Egg Tree,Gordonia axillaris,Small Tree,900 to 1400mm,"Humid Subtropical,Temperate",Sun,Loam,,Low,Evergreen,2 to 5m,3 to 5m,White and yellow,Dark green,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2237_gordonia_axillaris.jpg,Department of Environment and Resource Management,,,,,,,,Active
2238,GORSIL,Gordonia 'Silk Screen',Silver Screen,,Small Tree,900 to 1400mm,"Humid Subtropical,Temperate",Sun,Loam,,Low,Evergreen,2 to 5m,3 to 5m,White and yellow,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2239,GORYUN,Gordonia yunnanensis,Yunnan Gordonia,,"Shrub,Small Tree",900 to 1400mm,"Humid Subtropical,Temperate",Sun,Loam,,Low,Evergreen,2 to 5m,3 to 5m,White,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2239_gordonia_yunnanensis.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
2240,GOSHIL,Gossia hillii,Scaly Myrtle,Austromyrtus hillii,"Shrub,Small Tree",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical",Sun,"Sand,Loam",,Low,Evergreen,2 to 5m,2 to 3m,White,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,Remove,,,,,,Active
2241,GRABEL,Graptopetalum bellum,Tacitus,Tacitus bella,Succulent,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Low,Evergreen,Under 0.5m,Under 0.5m,Pink,Silver,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2242,GRAMEN,Graptopetalum mendozae,Mendoza Succulent,,Succulent,300 to 600mm,"Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Low,Evergreen,Under 0.5m,Under 0.5m,White,Silver,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2242_graptopetalum_mendozae.jpg,Arno King,,,,,,,,Active
2243,GRAPAR,Graptopetalum paraguayensis,Pink Succulent,,Succulent,300 to 600mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Low,Evergreen,Under 0.5m,0.5 to 1m,White,Silver,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2243_graptopetalum_paraguayensis.jpg,Arno King,,,,,,,,Active
2244,GRAEXC,Graptophyllum excelsum,Queensland Fuchsia,,Shrub,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Temperate","Sun,Shade,Semi-shade",Loam,Well drained,Low,Evergreen,2 to 5m,1 to 2m,Red,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2244_grexc.jpg,Rhonda Melzer,,,"Protected plant. See ""About the Waterwise Plant Selector""",,,,,Active
2245,GRASTU,Graptophyllum excelsum 'Stumpy Dave',Stumpy Dave,,Shrub,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,Well drained,Low,Evergreen,1 to 2m,1 to 2m,Red,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,"Protected plant. See ""About the Waterwise Plant Selector""",,,,,Active
2246,GRAILL,Graptophyllum ilicifolium,Holly Fuchsia,,Shrub,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Temperate","Sun,Shade,Semi-shade",Loam,,Low,Evergreen,2 to 5m,1 to 2m,Red,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/2246_graptophyllum_ilicifolium.jpg,Paul Plant,,,"Protected plant. See ""About the Waterwise Plant Selector""",,,,,Active
2247,GRAPHU,Graptophyllum pictum 'Phuket',Phuket Caricature Plant,Graptophyllum picturatum,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,,Medium,Evergreen,2 to 5m,1 to 2m,Red,Silver,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2247_graptophyllum_pictum_phuket.jpg,Arno King,,,,,,,,Active
2248,GRAAUR,Graptophyllum pictum 'Aurea-Variegata',Varigated Caricature Plant,Graptophyllum picturatum,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,,Medium,Evergreen,2 to 5m,1 to 2m,Red,Mid green and yellow,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2248_graptophyllum_pictum_aurea_variegata.jpg,Paul Plant,,,,,,,,Active
2250,GRABRO,Graptophyllum pictum 'Bronze',Caricature Plant,Graptophyllum picturatum,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,,Medium,Evergreen,2 to 5m,1 to 2m,Red,Bronze,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2250_graptophyllum_pictum_bronze.jpg,Paul Plant,,,,,,,,Active
2251,GRACHO,Graptophyllum pictum 'Chocolate',Caricature Plant,Graptophyllum picturatum,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,,Medium,Evergreen,2 to 5m,1 to 2m,Red,Bronze and red,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
2252,GRAROS,Graptophyllum pictum 'Roseo-Variegata',Caricature Plant,Graptophyllum picturatum,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,,Medium,Evergreen,2 to 5m,1 to 2m,Red,Mid green and red,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2252_graptophyllum_pictum_roseo_variegata.jpg,Paul Plant,,,,,,,,Active
2253,GRAGOL,Graptophyllum pictum 'Golden',Golden Caricature Plant,Graptophyllum picturatum,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,,Medium,Evergreen,2 to 5m,1 to 2m,Red,Yellow and green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/2253_graptophyllum_pictum_golden.jpg,Paul Plant,,,,,,,,Active
